movie_name,Inflation_Success_Failure_Domestic,boxofficemojo_Success_Failure_Domestic,production_year,production_budget,production_budget_adjusted,domestic_box_office,inflation_domestic_adjusted,boxofficemojo_domestic_adjusted,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,popularity,production_companies,production_countries,vote_average,vote_count,actor1_name,actor1_gender,actor2_name,actor2_gender,actor3_name,actor3_gender,actor4_name,actor4_gender,actor5_name,actor5_gender,actor_number,director_name,director_gender,director_number,producer_name,producer_number,screeplay_name,editor_name
Risen,0,0,2015,20000000,20516320,36880033,37396353,39242455,9284328,PG-13,Historical Fiction,Based on Religious Text,Live Action,Drama,0,107,0.117101,none,none,0,0,John Noble,0,Erik Morales,0,Shane Richie,0,Grainne Joughin,0,Simon Phillips,0,6,Neil Jones,0,1,none,0,none,none
Bucky Larson: Born to Be a Star,0,0,2010,10000000,10288351,2529395,2817746,2875624,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,96,0.449318,Columbia Pictures,United States of America,4.4,48,Nick Swardson,2,Christina Ricci,1,none,0,Stephen Dorff,2,Don Johnson,0,14,Tom Brady,2,1,none,0,none,none
Django Unchained,0,0,2011,100000000,115954933,162805434,178760367,184156966,287142889,R,Historical Fiction,Original Screenplay,Live Action,Western,0,165,7.587469,Columbia Pictures,United States of America,7.8,9496,Jamie Foxx,2,Christoph Waltz,2,Leonardo DiCaprio,2,Kerry Washington,1,Samuel L. Jackson,2,115,Quentin Tarantino,2,1,Stacey Sher,3,none,Fred Raskin
Iron Man 3,0,1,2012,200000000,226993490,408992272,435985762,460887020,806400000,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action,1,130,7.847795,Marvel Studios,China,6.8,8367,Robert Downey Jr.,2,Gwyneth Paltrow,1,Don Cheadle,2,Guy Pearce,2,Rebecca Hall,1,107,Shane Black,2,1,Kevin Feige,1,Shane Black,Jeffrey Ford
The Master,0,0,2012,37500000,38572312,16247159,17319471,18308670,42544852,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,136,1.492122,Ghoulardi Film Company,United States of America,7,652,Joaquin Phoenix,2,Philip Seymour Hoffman,2,Amy Adams,1,Laura Dern,1,Jesse Plemons,2,21,Paul Thomas Anderson,2,1,none,0,none,Leslie Jones
Pacific Rim,0,0,2013,190000000,194581131,101802906,106384037,112321287,309200000,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,131,4.155788,Legendary Pictures,United States of America,6.7,4553,Idris Elba,2,Charlie Hunnam,2,Charlie Day,2,Ron Perlman,2,Burn Gorman,0,43,Guillermo del Toro,2,1,Guillermo del Toro,4,Guillermo del Toro,Peter Amundson
Trance,0,0,2012,16000000,16153291,2322593,2475884,2617294,20271459,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,101,2.581863,Cloud Eight Films,United Kingdom,6.5,910,James McAvoy,2,Vincent Cassel,2,Rosario Dawson,1,none,0,Matt Cross,0,15,Danny Boyle,2,1,Danny Boyle,2,none,Jon Harris
Silence,0,0,2016,46500000,46592302,7100177,7192479,7362843,9051974,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,161,5.818508,CatchPlay,Mexico,7,609,Andrew Garfield,2,Adam Driver,2,Tadanobu Asano,2,CiarÃ¡n Hinds,2,Liam Neeson,2,35,Martin Scorsese,2,1,Martin Scorsese,7,Martin Scorsese,Thelma Schoonmaker
Argo,1,1,2012,44500000,53477683,136025503,145003186,153285020,91115254,R,Historical Fiction,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,120,3.119338,GK Films,United States of America,7.1,3257,Ben Affleck,2,Bryan Cranston,2,Alan Arkin,2,John Goodman,2,Victor Garber,2,61,Ben Affleck,2,1,Ben Affleck,3,Chris Terrio,William Goldenberg
Warcraft,0,0,2015,160000000,160661159,47225655,47886814,50250786,385900000,PG-13,Fantasy,Based on Game,Live Action,Action,0,123,7.183414,Universal Pictures,Canada,6.3,2075,Paula Patton,1,Travis Fimmel,2,Ben Foster,2,Robert Kazinsky,2,Dominic Cooper,2,47,Duncan Jones,2,1,Charles Roven,5,Charles Leavitt,Paul Hirsch
Seventh Son,0,0,2014,95000000,95516698,17223265,17739963,18909754,93400000,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,102,5.740089,Legendary Pictures,China,5.2,908,Jeff Bridges,2,Julianne Moore,1,Ben Barnes,2,Alicia Vikander,1,Kit Harington,2,35,Sergey Bodrov,0,1,Basil Iwanyk,3,Max Borenstein,none
The Iceman,0,0,2012,10000000,10127399,1930282,2057681,2175205,1693327,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,105,1.748754,Bleiberg Entertainment,United States of America,6.4,352,Michael Shannon,2,Winona Ryder,1,Ray Liotta,2,Chris Evans,2,David Schwimmer,2,40,Ariel Vromen,2,1,Ehud Bleiberg,2,Ariel Vromen,none
The Drop,0,0,2014,12600000,12921732,10724389,11046121,11774513,8330145,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107,0.001136,none,none,0,0,John Savage,2,Sean Young,1,Michael Bondies,0,none,0,none,0,3,none,1,0,none,0,none,none
Dream House,0,0,2010,50000000,52428467,21302340,23730807,24218250,20339826,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,92,0.885458,Cliffjack Motion Pictures,United States of America,5.8,369,Daniel Craig,2,Naomi Watts,1,Rachel Weisz,1,Marton Csokas,2,Elias Koteas,2,15,Jim Sheridan,2,1,James G. Robinson,4,David Loucka,Glen Scantlebury
Room,0,0,2015,13000000,13205487,14677674,14883161,15617881,21585109,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,113,0.000347,none,none,2.5,2,Cyndi Williams,1,Kenneth Wayne Bradley,0,Alexandra Kiester,0,Hannah Nicolas,0,none,0,4,none,1,0,none,0,none,none
Bullet to the Head,0,0,2011,55000000,55930003,9489829,10419832,10734397,13108140,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,91,1.187931,Dark Castle Entertainment,Switzerland,5.2,457,Sylvester Stallone,2,Sung Kang,2,Sarah Shahi,1,Adewale Akinnuoye-Agbaje,2,Jason Momoa,2,19,Walter Hill,0,1,Joel Silver,5,Alessandro Camon,Timothy Alverson
The Hunger Games,1,1,2011,80000000,119985048,408010692,447995740,461520291,269912687,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,142,6.149963,Lionsgate,United States of America,6.8,8938,Jennifer Lawrence,1,Josh Hutcherson,2,Liam Hemsworth,2,Woody Harrelson,2,Elizabeth Banks,1,48,Gary Ross,2,1,Jon Kilik,2,Billy Ray,Stephen Mirrione
Haywire,0,0,2011,23000000,24856355,18942396,20798751,21426645,17432304,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93,2.762168,Irish Film Board,Ireland,5.6,482,Gina Carano,1,Ewan McGregor,2,Michael Fassbender,2,Bill Paxton,2,Channing Tatum,2,14,Steven Soderbergh,2,1,Ken Halsband,2,none,Steven Soderbergh
The Last Godfather,0,0,2010,13400000,13418724,164247,182971,186729,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0,103,0.269139,none,none,4.7,7,Harvey Keitel,2,Jason Mewes,2,Blake Clark,0,Jon Polito,2,Paul Hipp,2,15,Shim Hyung-Rae,2,1,none,0,none,none
I Don't Know How She Does It,0,0,2011,24000000,24946589,9659074,10605663,10925838,14815389,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,89,0.662786,The Weinstein Company,United States of America,5,137,Sarah Jessica Parker,1,Pierce Brosnan,2,Sarah Shahi,1,Busy Philipps,1,none,0,14,Douglas McGrath,2,1,none,0,Aline Brosh McKenna,none
Paranoia,0,0,2012,40000000,40487651,7388654,7876305,8326159,8784939,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,146,0.001023,none,none,4.5,2,Jerrid Foiles,0,Brian Irving,2,Felicia Jiardina,0,Brad Jones,2,Brian Lewis,2,9,Ryan Mitchelle,0,1,none,0,none,none
Prometheus,0,0,2011,125000000,137394754,126477084,138871838,143064243,275971181,R,Science Fiction,Original Screenplay,Live Action,Adventure,0,124,6.612498,Twentieth Century Fox Film Corporation,United Kingdom,6.3,4777,Noomi Rapace,1,Michael Fassbender,2,Guy Pearce,2,Idris Elba,2,Logan Marshall-Green,2,26,Ridley Scott,2,1,Ridley Scott,3,none,Pietro Scalia
Only the Brave,0,0,2017,38000000,38000000,18324258,18324258,18324258,2412945,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,134,0.000143,none,Australia,0,0,none,0,none,0,none,0,none,0,none,0,0,Ana Kokkinos,1,1,none,0,none,none
The Darkest Hour,0,0,2010,34800000,37244558,21443494,23888052,24378725,41388221,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,89,1.323595,Summit Entertainment,United States of America,4.7,439,Emile Hirsch,2,Rachael Taylor,1,Olivia Thirlby,1,Joel Kinnaman,2,Max Minghella,2,15,Chris Gorak,2,1,Timur Bekmambetov,2,M.T. Ahern,Priscilla Nedd-Friendly
The Gunman,0,0,2015,40000000,40149306,10664749,10814055,11347900,2979543,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,115,0.000436,none,United States of America,4,1,Mimi Rogers,1,Sean Patrick Flanery,2,Jeff Speakman,2,Alaina Huffman,1,Joey Lauren Adams,1,5,Daniel Millican,2,1,none,0,none,none
American Reunion,0,0,2012,50000000,53746083,56758835,60504918,63960647,180040376,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,112,2.831757,Universal Pictures,United States of America,6.1,1523,Jason Biggs,2,Alyson Hannigan,1,Seann William Scott,2,Chris Klein,2,Thomas Ian Nicholas,2,22,Jon Hurwitz,2,2,none,0,Adam Herz,Jeff Betancourt
Ghost Rider: Spirit of Vengeance,0,0,2010,57000000,62902236,51774002,57676238,58860938,97443353,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,95,3.826592,Columbia Pictures,United Arab Emirates,4.7,1044,Nicolas Cage,2,CiarÃ¡n Hinds,2,Violante Placido,1,Fergus Riordan,2,Johnny Whitworth,2,11,Brian Taylor,2,2,Michael De Luca,5,David S. Goyer,Brian Berdan
Resident Evil: Retribution,0,0,2012,65000000,67794805,42345531,45140336,47718519,196595466,R,Science Fiction,Based on Game,Live Action,Action,1,95,0.351828,Davis-Films,Canada,5.6,1516,Milla Jovovich,1,Sienna Guillory,1,Michelle Rodriguez,1,Aryana Engineer,1,Li Bingbing,1,26,Paul W.S. Anderson,2,1,Paul W.S. Anderson,4,none,Niven Howie
The Iron Lady,0,1,2011,14000000,16936025,29959436,32895461,33888542,85632668,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,105,2.674988,UK Film Council,France,6.2,494,Meryl Streep,1,Anthony Stewart Head,2,Harry Lloyd,2,Jim Broadbent,2,Susan Brown,0,31,Phyllida Lloyd,1,1,Damian Jones,1,Abi Morgan,Justine Wright
The Odd Life of Timothy Green,0,0,2011,40000000,45081638,51853450,56935088,58653902,3395709,PG,Fantasy,Original Screenplay,Live Action,Drama,0,104,0.703604,Walt Disney Pictures,United States of America,6.5,362,Jennifer Garner,1,Joel Edgerton,2,Ron Livingston,2,Rosemarie DeWitt,1,CJ Adams,2,23,Peter Hedges,2,1,none,0,Peter Hedges,none
Jack and Jill,0,0,2011,79000000,86267499,74158157,81425656,83883817,76361060,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90,1.453482,Columbia Pictures,United States of America,4.1,560,Adam Sandler,2,Katie Holmes,1,Al Pacino,2,Eugenio Derbez,0,Tim Meadows,2,21,Dennis Dugan,2,1,none,0,Steve Koren,Tom Costain
Ted,1,1,2011,50000000,71429243,218665740,240094983,247343214,337350887,R,Contemporary Fiction,Original Screenplay,Animation/Live Action,Adventure,0,106,4.367263,Universal Pictures,United States of America,6.3,4357,Mark Wahlberg,2,Mila Kunis,1,Seth MacFarlane,2,Joel McHale,2,Giovanni Ribisi,2,50,Seth MacFarlane,2,1,Seth MacFarlane,3,Seth MacFarlane,Jeff Freeman
Carnage,0,0,2011,25000000,25249581,2546747,2796328,2880747,35565407,R,Contemporary Fiction,Based on Play,Live Action,Drama,0,79,2.399806,Wild Bunch,Spain,7,665,Kate Winslet,1,Jodie Foster,1,Christoph Waltz,2,John C. Reilly,2,Elvis Polanski,0,6,Roman Polanski,2,1,SaÃ¯d Ben SaÃ¯d,1,Roman Polanski,HervÃ© de Luze
World War Z,0,0,2011,190000000,209831252,202359711,222190963,228898689,329154939,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,115,5.399062,Paramount Pictures,United States of America,6.7,5198,Brad Pitt,2,Mireille Enos,1,Abigail Hargrove,1,Sterling Jerins,1,James Badge Dale,2,22,Marc Forster,2,1,Ian Bryce,4,Matthew Michael Carnahan,Roger Barton
The Five-Year Engagement,0,0,2011,30000000,32812628,28700285,31512913,32464257,32923534,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,124,1.0456,Universal Pictures,United States of America,5.7,433,Jason Segel,2,Emily Blunt,1,Chris Pratt,2,Alison Brie,1,Rhys Ifans,2,28,Nicholas Stoller,2,1,none,0,Jason Segel,William Kerr
Abraham Lincoln: Vampire Hunter,0,0,2011,67500000,71176876,37519139,41196015,42439682,99970591,R,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,0,105,3.200716,Twentieth Century Fox Film Corporation,United States of America,5.5,1191,Benjamin Walker,2,Dominic Cooper,2,Anthony Mackie,2,Mary Elizabeth Winstead,1,Rufus Sewell,2,36,Timur Bekmambetov,2,1,Tim Burton,3,Seth Grahame-Smith,William Hoy
A Thousand Words,0,0,2011,40000000,41808112,18450127,20258239,20869816,2340359,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91,0.873031,Paramount Pictures,United States of America,6,353,Eddie Murphy,2,Allison Janney,1,Cliff Curtis,2,Clark Duke,2,Kerry Washington,1,44,Brian Robbins,2,1,Nicolas Cage,6,none,Ned Bastille
Peeples,0,0,2012,15000000,15605686,9177065,9782751,10341492,130101,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95,0.886711,34th Street Films,United States of America,5.6,26,Craig Robinson,2,Kerry Washington,1,David Alan Grier,2,S. Epatha Merkerson,1,Tyler James Williams,2,10,Tina Gordon Chism,0,1,Stephanie Allain,5,Tina Gordon Chism,David Moritz
Red Tails,0,0,2009,58000000,63486401,49876377,55362778,59652147,489121,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Action,0,120,0.844713,Lucasfilm,United States of America,5.9,171,Bryan Cranston,2,David Oyelowo,2,Cuba Gooding Jr.,2,Daniela Ruah,1,Terrence Howard,2,16,Anthony Hemingway,0,1,Rick McCallum,2,John Ridley,none
Journey 2: The Mysterious Island,0,0,2011,79000000,89178308,103860290,114038598,117481312,214285872,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,52,2.473777,New Line Cinema,United States of America,5.8,934,Dwayne Johnson,2,none,0,Josh Hutcherson,2,Kristin Davis,1,Vanessa Hudgens,1,10,Brad Peyton,2,1,Charlotte Huggins,3,Mark Gunn,David Rennie
G.I. Joe: Retaliation,0,0,2012,140000000,148086522,122523060,130609582,138069328,253217645,PG-13,Contemporary Fiction,Based on Toy,Animation/Live Action,Action,1,110,3.266964,Paramount Pictures,United States of America,5.4,2936,Dwayne Johnson,2,D.J. Cotrona,2,Adrianne Palicki,1,Bruce Willis,2,Ray Park,0,20,Jon M. Chu,2,1,Lorenzo di Bonaventura,2,none,Jim May
The Vow,1,1,2011,30000000,42251375,125014030,137265405,141409313,72604130,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,104,1.981765,Spyglass Entertainment,United States of America,6.9,1206,Rachel McAdams,1,Channing Tatum,2,Sam Neill,2,Scott Speedman,2,Jessica Lange,1,10,Michael Sucsy,2,1,Jonathan Glickman,1,none,none
The Host,0,0,2012,50000000,51757164,26623701,28380865,30001834,37853350,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,88,2.953969,Nick Wechsler Productions,United States of America,6,1739,Saoirse Ronan,1,Diane Kruger,1,Jake Abel,2,William Hurt,2,Frances Fisher,1,36,Andrew Niccol,2,1,Stephenie Meyer,4,Andrew Niccol,none
Lincoln,1,1,2011,65000000,82856381,182207973,200064354,206104101,91138308,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,149,3.84321,DreamWorks,India,6.7,1368,Daniel Day-Lewis,2,Sally Field,1,David Strathairn,2,Joseph Gordon-Levitt,2,James Spader,2,71,Steven Spielberg,2,1,Steven Spielberg,2,Tony Kushner,Michael Kahn
Genius,0,0,2015,17000000,17019055,1361045,1380100,1448229,4292131,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,104,0.104265,none,none,4.8,8,Trevor Morgan,2,Emmy Rossum,1,Charles Fleischer,2,Yannick Bisson,0,Peter Keleghan,2,6,Rod Daniel,0,1,none,0,none,none
Killer Joe,0,0,2011,10000000,10126581,1291645,1418226,1461041,3367465,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0,102,1.281159,Voltage pictures,United States of America,6.4,390,Matthew McConaughey,2,Emile Hirsch,2,Thomas Haden Church,2,Gina Gershon,1,Juno Temple,1,13,William Friedkin,0,1,Scott Einbinder,2,Tracy Letts,Darrin Navarro
Vamps,0,0,2011,16000000,16000329,3361,3690,3802,91451,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,92,0.524427,Lucky Monkey Pictures,United States of America,4.8,87,Alicia Silverstone,0,Krysten Ritter,1,Sigourney Weaver,1,Richard Lewis,2,Wallace Shawn,2,20,Amy Heckerling,1,1,none,0,Amy Heckerling,Debra Chiate
The Big Year,0,0,2010,41000000,41821272,7204138,8025410,8190256,480386,PG,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,0,100,2.375287,Ingenious Media,United States of America,5.6,237,Owen Wilson,2,Steve Martin,0,Jack Black,2,Rashida Jones,1,Jim Parsons,2,18,David Frankel,2,1,Curtis Hanson,3,Howard Franklin,Mark Livolsi
We Bought a Zoo,0,0,2011,50000000,57411206,75624550,83035756,85542524,43104523,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,124,2.030399,Twentieth Century Fox Film Corporation,United States of America,6.5,846,Matt Damon,2,Scarlett Johansson,1,Thomas Haden Church,2,Colin Ford,2,Maggie Elizabeth Jones,1,15,Cameron Crowe,2,1,none,0,Cameron Crowe,none
The Best Exotic Marigold Hotel,1,1,2011,10000000,14545597,46383639,50929236,52466739,88256141,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,122,1.710304,Participant Media,United Arab Emirates,6.9,434,Bill Nighy,2,Maggie Smith,1,Tom Wilkinson,2,Judi Dench,1,Dev Patel,2,19,John Madden,0,1,Graham Broadbent,1,Ol Parker,none
The Son of No One,0,0,2011,15000000,15003007,30680,33687,34704,1117898,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,93,0.942984,Millennium Films,United States of America,4.8,88,Channing Tatum,2,Al Pacino,2,Juliette Binoche,1,Katie Holmes,1,James Ransone,2,19,Dito Montiel,2,1,none,0,Dito Montiel,none
The Artist,1,1,2011,16000000,20377375,44667095,49044470,50525075,83589617,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,100,2.395322,France 3 Cinéma,Belgium,7.3,984,Jean Dujardin,2,BÃ©rÃ©nice Bejo,1,John Goodman,2,James Cromwell,2,Penelope Ann Miller,1,69,Michel Hazanavicius,2,1,Thomas Langmann,2,none,Michel Hazanavicius
Winnie Mandela,0,0,2010,15000000,15007051,61847,68898,70313,0,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,103,0.142587,none,none,5.2,5,Elias Koteas,2,Terrence Howard,2,Jennifer Hudson,1,Wendy Crewson,1,Angelique Pretorius,1,10,Darrell James Roodt,0,1,none,0,Andre Pieterse,none
The Grey,0,0,2011,25000000,30054853,51580136,56634989,58344744,29669040,R,Contemporary Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense,0,117,2.986169,Scott Free Productions,Canada,6.4,1374,Liam Neeson,2,Dermot Mulroney,2,Frank Grillo,2,Dallas Roberts,0,Joe Anderson,2,16,Joe Carnahan,2,1,Ridley Scott,7,Ian Mackenzie Jeffers,Roger Barton
Red Lights,0,0,2011,17700000,17704853,49521,54374,56016,14469363,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118,1.889005,First Generation Films,Spain,6,353,Sigourney Weaver,1,Robert De Niro,2,Cillian Murphy,2,Elizabeth Olsen,1,Toby Jones,2,18,Rodrigo CortÃ©s,0,1,Rodrigo CortÃ©s,2,Rodrigo CortÃ©s,none
Now You See Me,0,0,2013,75000000,80297580,117723989,123021569,129887353,225045211,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,116,8.610968,Summit Entertainment,United States of America,7.3,5014,Jesse Eisenberg,2,Mark Ruffalo,2,Woody Harrelson,2,MÃ©lanie Laurent,1,Isla Fisher,1,18,Louis Leterrier,2,1,Bobby Cohen,3,Ed Solomon,Robert Leighton
Act of Valor,1,1,2011,12000000,18861259,70012847,76874106,79194860,12484188,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,101,2.023357,Relativity Media,United States of America,6.3,406,Roselyn SÃ¡nchez,1,Emilio Rivera,2,Nestor Serrano,2,Gonzalo Menendez,2,Alexander Asefa,0,19,Mike McCoy,2,2,Mike McCoy,2,none,Michael Tronick
Jack Reacher,0,0,2012,60000000,65284669,80070736,85355405,90230465,137300000,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,130,4.894907,Paramount Pictures,United States of America,6.3,2880,Tom Cruise,2,Rosamund Pike,1,Richard Jenkins,2,David Oyelowo,2,Werner Herzog,2,47,Christopher McQuarrie,0,1,Dana Goldberg,6,Christopher McQuarrie,Kevin Stitt
My Week with Marilyn,0,0,2011,10000000,11430546,14597405,16027951,16511819,19643167,R,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,99,1.852113,BBC Films,United Kingdom,6.6,367,Michelle Williams,1,Eddie Redmayne,2,Kenneth Branagh,2,Julia Ormond,1,Judi Dench,1,16,Simon Curtis,2,1,David Parfitt,2,Adrian Hodges,none
